!!SBtab	SBtabVersion='1.0' Document='Viswan_2018' TableName='E0I' TableTitle='E0I' TableType = 'QuantityMatrix'	
!ID	!Input_Time_S51	>S51
E0IT0	0	0
E0IT1	2100	0.1
