!!SBtab	SBtabVersion='1.0' Document='Viswan_2018' TableName='Compartment' TableTitle='Viswan_2018 Compound' TableType = 'Quantity'		
!ID	!Name	!Unit	!Size
V1	Cell	liter	1e-15
