!!SBtab	SBtabVersion='1.0' Document='SBTAB_Viswan_2018' TableName='Compartment' TableTitle='SBTAB_Viswan_2018 Compound' TableType = 'Quantity'		
!ID	!Name	!Unit	!Size
V1	Cell	liter	1.00E-15
