!!SBtab	SBtabVersion='1.0' Document='Nair_2016_optimized' TableName='Compartment' TableTitle='Nair_2016_optimized Compartment' TableType = 'Quantity'		
!ID	!Name	!Size	!Unit
V1	Spine	1e-15	liter
