,EGF,gkaf,pERK_ratio,tshort
395,0.1,0.15597992149005774,0.027029731883316553,1975000.0
396,0.1,0.15610117076896143,0.02677090111599086,1980000.0
397,0.1,0.1562212287340371,0.026514613445774285,1985000.0
398,0.1,0.15634009292634984,0.026260874121752098,1990000.0
399,0.1,0.15645776105327452,0.026009688037988497,1995000.0
400,0.1,0.15657423099288037,0.025761059724166167,2000000.0
401,0.1,0.1566895007981236,0.02551499333663674,2005000.0
402,0.1,0.15680356870084264,0.025271492649892015,2010000.0
403,0.1,0.15691643311554923,0.025030561048471053,2015000.0
404,0.1,0.1570280926430146,0.024792201519304887,2020000.0
405,0.1,0.15713854607364447,0.024556416644511747,2025000.0
406,0.1,0.15724779239064074,0.02432320859464806,2030000.0
407,0.1,0.1573558307729451,0.02409257912242453,2035000.0
408,0.1,0.15746266059796502,0.02386452955688701,2040000.0
409,0.1,0.15756828144407473,0.023639060798077656,2045000.0
410,0.1,0.1576726930928942,0.023416173312170017,2050000.0
411,0.1,0.15777589553134105,0.02319586712708891,2055000.0
412,0.1,0.15787788895345592,0.022978141828613623,2060000.0
413,0.1,0.15797867376199917,0.022762996556969495,2065000.0
414,0.1,0.1580782505698205,0.022550430003904366,2070000.0
415,0.1,0.15817662020099932,0.02234044041025406,2075000.0
416,0.1,0.15827378369175618,0.02213302556399676,2080000.0
417,0.1,0.15836974229113907,0.02192818279878798,2085000.0
418,0.1,0.15846449746148275,0.021725908992980165,2090000.0
419,0.1,0.15855805087864286,0.02152620056912267,2095000.0
420,0.1,0.1586504044320063,0.02132905349394002,2100000.0
421,0.1,0.15874156022428673,0.021134463278767918,2105000.0
422,0.1,0.15883152057109612,0.020942424980468388,2110000.0
423,0.1,0.15892028800030603,0.02075293320279281,2115000.0
424,0.1,0.15900786525119576,0.020565982098200705,2120000.0
425,0.1,0.1590942552733949,0.020381565370116914,2125000.0
426,0.1,0.15917946122562138,0.020199676275625526,2130000.0
427,0.1,0.1592634864742217,0.020020307628586,2135000.0
428,0.1,0.15934633459151695,0.019843451803163888,2140000.0
429,0.1,0.1594280093539608,0.019669100737763196,2145000.0
430,0.1,0.1595085147401118,0.019497245939354573,2150000.0
431,0.1,0.15958785492843017,0.019327878488178882,2155000.0
432,0.1,0.15966603429490012,0.019160989042822422,2160000.0
433,0.1,0.1597430574104878,0.018996567845643884,2165000.0
434,0.1,0.15981892903843814,0.018834604728544417,2170000.0
435,0.1,0.15989365413141826,0.018675089119065846,2175000.0
436,0.1,0.1599672378285146,0.018518010046800686,2180000.0
437,0.1,0.16003968545208896,0.018363356150103708,2185000.0
438,0.1,0.1601110025045017,0.018211115683086882,2190000.0
439,0.1,0.16018119466470865,0.018061276522883953,2195000.0
440,0.1,0.16025026778473836,0.017913826177170314,2200000.0
441,0.1,0.16031822788605785,0.017768751791921528,2205000.0
442,0.1,0.16038508115583272,0.017626040159396058,2210000.0
443,0.1,0.16045083394309023,0.01748567772632667,2215000.0
444,0.1,0.16051549275479202,0.017347650602303807,2220000.0
445,0.1,0.16057906425182333,0.017211944568337023,2225000.0
446,0.1,0.16064155524490747,0.017078545085576963,2230000.0
447,0.1,0.16070297269044895,0.016947437304188365,2235000.0
448,0.1,0.1607633236863201,0.016818606072345182,2240000.0
449,0.1,0.16082261546758891,0.01669203594534948,2245000.0
450,0.1,0.1608808554022018,0.016567711194848143,2250000.0
451,0.1,0.16093805098662564,0.016445615818135313,2255000.0
452,0.1,0.16099420984145724,0.016325733547525246,2260000.0
453,0.1,0.1610493397070046,0.016208047859784712,2265000.0
454,0.1,0.16110344843884952,0.016092541985605707,2270000.0
455,0.1,0.16115654400339666,0.015979198919106666,2275000.0
456,0.1,0.1612086344734138,0.01586800142735283,2280000.0
457,0.1,0.16125972802357222,0.015758932059876052,2285000.0
458,0.1,0.16130983292599202,0.01565197315818439,2290000.0
459,0.1,0.16135895754579677,0.015547106865251391,2295000.0
460,0.1,0.16140711033668612,0.01544431513496732,2300000.0
461,0.1,0.1614542998365274,0.015343579741549991,2305000.0
462,0.1,0.16150053466297679,0.015244882288891731,2310000.0
463,0.1,0.16154582350913024,0.015148204219843867,2315000.0
464,0.1,0.1615901751392111,0.015053526825422167,2320000.0
465,0.1,0.161633598384299,0.014960831253924198,2325000.0
466,0.1,0.16167610213810435,0.014870098519949759,2330000.0
