,t,vs
103,10.29999999999998,-78.47088013431978
104,10.399999999999979,-78.41766616455347
105,10.499999999999979,-78.3669466262571
106,10.599999999999978,-78.31796778744418
107,10.699999999999978,-78.26965929143893
108,10.799999999999978,-78.22188970383706
109,10.899999999999977,-78.17474168203651
110,10.999999999999977,-78.12831750895958
111,11.099999999999977,-78.08271530808703
112,11.199999999999976,-78.03802541853473
113,11.299999999999976,-77.99432566502207
114,11.399999999999975,-77.95166030835249
115,11.499999999999975,-77.91003233319014
116,11.599999999999975,-77.86942308938524
117,11.699999999999974,-77.82980995006736
118,11.799999999999974,-77.79117485608961
119,11.899999999999974,-77.75350732491289
120,11.999999999999973,-77.71680477587704
121,12.099999999999973,-77.68107165461271
122,12.199999999999973,-77.64631810599175
123,12.299999999999972,-77.6125585712636
124,12.399999999999972,-77.57981048705882
125,12.499999999999972,-77.54809315827434
126,12.599999999999971,-77.5174268220173
127,12.69999999999997,-77.48733123303927
128,12.79999999999997,-77.45536075020914
129,12.89999999999997,-77.4212410806087
130,12.99999999999997,-77.38557848685026
131,13.09999999999997,-77.34884356770175
132,13.199999999999969,-77.31140217532182
133,13.299999999999969,-77.2735542368411
134,13.399999999999968,-77.23554488112572
135,13.499999999999968,-77.19747647355253
136,13.599999999999968,-77.159300240874
137,13.699999999999967,-77.12098232537959
138,13.799999999999967,-77.08255549822174
139,13.899999999999967,-77.0441013692552
140,13.999999999999966,-77.00572825894326
141,14.099999999999966,-76.96755615637638
142,14.199999999999966,-76.92970752275804
143,14.299999999999965,-76.89230185607313
144,14.399999999999965,-76.85545258479698
145,14.499999999999964,-76.8182687677663
146,14.599999999999964,-76.78005585627771
147,14.699999999999964,-76.7404038223933
148,14.799999999999963,-76.69910333836161
149,14.899999999999963,-76.65653158524461
150,14.999999999999963,-76.61309708998755
151,15.099999999999962,-76.56916186248314
152,15.199999999999962,-76.52503683809446
153,15.299999999999962,-76.48098542345674
154,15.399999999999961,-76.43704226084954
155,15.499999999999961,-76.392806429899
156,15.59999999999996,-76.34715097779916
157,15.69999999999996,-76.29887225448724
158,15.79999999999996,-76.24826215917719
159,15.89999999999996,-76.19579192362885
160,15.99999999999996,-76.14188925571132
161,16.09999999999996,-76.08693214269046
162,16.19999999999996,-76.03125663655803
163,16.29999999999996,-75.97516274796614
164,16.399999999999963,-75.91891878472532
165,16.499999999999964,-75.8627648679998
166,16.599999999999966,-75.80691593119724
167,16.699999999999967,-75.751564321418
168,16.79999999999997,-75.6968820672567
169,16.89999999999997,-75.64302286127592
170,16.99999999999997,-75.58998429235481
171,17.099999999999973,-75.53687587490592
172,17.199999999999974,-75.48358047778162
173,17.299999999999976,-75.43027451087856
174,17.399999999999977,-75.37690522750935
175,17.49999999999998,-75.32324265943559
176,17.59999999999998,-75.26861369959863
177,17.69999999999998,-75.21218402010886
178,17.799999999999983,-75.15361870073397
179,17.899999999999984,-75.0921344897082
180,17.999999999999986,-75.0277930504282
181,18.099999999999987,-74.96102824412536
182,18.19999999999999,-74.89229814028972
183,18.29999999999999,-74.82203325107947
184,18.39999999999999,-74.75063100900964
185,18.499999999999993,-74.6784565936308
186,18.599999999999994,-74.60584452699294
187,18.699999999999996,-74.53310032337414
188,18.799999999999997,-74.46050213697353
189,18.9,-74.38830241049668
190,19.0,-74.31672951759197
191,19.1,-74.24598938358874
192,19.200000000000003,-74.17626706684656
193,19.300000000000004,-74.10772828478738
194,19.400000000000006,-74.04052087218493
195,19.500000000000007,-73.97477616320325
196,19.60000000000001,-73.91061029230646
197,19.70000000000001,-73.8481254121901
198,19.80000000000001,-73.78741082922912
199,19.900000000000013,-73.72854405863717
200,20.000000000000014,-73.67159180268222
201,20.100000000000016,-73.6162250742367
202,20.200000000000017,-73.56140123726458
203,20.30000000000002,-73.50723886543508
204,20.40000000000002,-73.45404191754746
205,20.50000000000002,-73.40204677436326
206,20.600000000000023,-73.35143037954285
207,20.700000000000024,-73.30232754620843
208,20.800000000000026,-73.25484310547111
209,20.900000000000027,-73.20905989519163
210,21.00000000000003,-73.1650440454863
211,21.10000000000003,-73.12284854772743
212,21.20000000000003,-73.08248517163794
213,21.300000000000033,-73.04370925209334
214,21.400000000000034,-73.00568543907853
215,21.500000000000036,-72.96778821264012
216,21.600000000000037,-72.9300206824019
217,21.70000000000004,-72.89238035990171
218,21.80000000000004,-72.85463066319508
219,21.90000000000004,-72.81630761409428
220,22.000000000000043,-72.77717081228985
221,22.100000000000044,-72.73722535004723
222,22.200000000000045,-72.69662164148157
223,22.300000000000047,-72.65564652347797
224,22.40000000000005,-72.61459014202084
225,22.50000000000005,-72.57367731743766
226,22.60000000000005,-72.53242391588954
227,22.700000000000053,-72.48872057980444
228,22.800000000000054,-72.44365620172026
229,22.900000000000055,-72.3980132101388
230,23.000000000000057,-72.3519994900972
231,23.10000000000006,-72.30536342947582
232,23.20000000000006,-72.25805640324478
233,23.30000000000006,-72.21024417579821
234,23.400000000000063,-72.16260604718158
235,23.500000000000064,-72.11570111535667
236,23.600000000000065,-72.06938831965158
237,23.700000000000067,-72.02339644516167
238,23.800000000000068,-71.97767506202008
239,23.90000000000007,-71.93233842599726
240,24.00000000000007,-71.88755568679166
241,24.100000000000072,-71.84350184460361
242,24.200000000000074,-71.80034068410649
243,24.300000000000075,-71.75821992151737
244,24.400000000000077,-71.71727066285898
245,24.500000000000078,-71.67760828710267
246,24.60000000000008,-71.63933372549381
247,24.70000000000008,-71.60253477891857
248,24.800000000000082,-71.56728735635
249,24.900000000000084,-71.53365660360065
250,25.000000000000085,-71.50169792152971
251,25.100000000000087,-71.47139545828975
252,25.200000000000088,-71.44210930258969
253,25.30000000000009,-71.4126919822384
254,25.40000000000009,-71.3821753669507
255,25.500000000000092,-71.34830421309574
256,25.600000000000094,-71.3126731648328
257,25.700000000000095,-71.27618512684901
258,25.800000000000097,-71.23938753331586
259,25.900000000000098,-71.20266676303227
260,26.0000000000001,-71.16631741936651
261,26.1000000000001,-71.12957336911263
262,26.200000000000102,-71.09165573624583
263,26.300000000000104,-71.05279453515318
264,26.400000000000105,-71.0131756696654
265,26.500000000000107,-70.97308835240882
266,26.600000000000108,-70.93281531150951
267,26.70000000000011,-70.89260619913098
268,26.80000000000011,-70.85268069195521
269,26.900000000000112,-70.81323390186218
270,27.000000000000114,-70.77444034465815
271,27.100000000000115,-70.73547064850283
272,27.200000000000117,-70.69498735974413
273,27.300000000000118,-70.65386877866312
274,27.40000000000012,-70.61271412187915
275,27.50000000000012,-70.5719220990592
276,27.600000000000122,-70.53178623359327
277,27.700000000000124,-70.49253579473127
278,27.800000000000125,-70.45435617791497
279,27.900000000000126,-70.41740048827839
280,28.000000000000128,-70.3817967858506
281,28.10000000000013,-70.34765294337613
282,28.20000000000013,-70.31506008181093
283,28.300000000000132,-70.28409510810089
284,28.400000000000134,-70.25482266081725
285,28.500000000000135,-70.22729371152782
286,28.600000000000136,-70.20139306306503
287,28.700000000000138,-70.17681185604098
288,28.80000000000014,-70.15340501103252
289,28.90000000000014,-70.13115215488013
290,29.000000000000142,-70.11007776133258
291,29.100000000000144,-70.0902213533149
292,29.200000000000145,-70.07162749767191
293,29.300000000000146,-70.05434176750961
294,29.400000000000148,-70.03840859841866
295,29.50000000000015,-70.02386993194096
296,29.60000000000015,-70.01076431801648
297,29.700000000000152,-69.99912634214463
298,29.800000000000153,-69.98898629560888
299,29.900000000000155,-69.98037002784089
300,30.000000000000156,-69.97329893321776
301,30.100000000000158,-69.96777259905467
302,30.20000000000016,-69.96353785800419
303,30.30000000000016,-69.96027430408046
304,30.400000000000162,-69.9578803882749
305,30.500000000000163,-69.95636276553512
306,30.600000000000165,-69.95576062912326
307,30.700000000000166,-69.95611910294478
308,30.800000000000168,-69.95748103166008
309,30.90000000000017,-69.95988485938776
310,31.00000000000017,-69.96336438599184
311,31.100000000000172,-69.96794901911103
312,31.200000000000173,-69.97366409912767
313,31.300000000000175,-69.98053118967205
314,31.400000000000176,-69.98856087527304
315,31.500000000000178,-69.9976133995593
316,31.60000000000018,-70.00742295847924
317,31.70000000000018,-70.01784758342684
318,31.800000000000182,-70.02891724106894
319,31.900000000000183,-70.04143863975467
320,32.000000000000185,-70.05586249913476
321,32.100000000000186,-70.07188959189529
322,32.20000000000019,-70.08911109587895
323,32.30000000000019,-70.10582706976271
324,32.40000000000019,-70.12014793661837
325,32.50000000000019,-70.12940982622747
326,32.60000000000019,-70.13607522057637
327,32.700000000000195,-70.14117531674
328,32.800000000000196,-70.14527416344109
329,32.9000000000002,-70.14871918942102
330,33.0000000000002,-70.15173523382744
331,33.1000000000002,-70.1544818843678
332,33.2000000000002,-70.15708629023574
333,33.3000000000002,-70.15940568211073
334,33.400000000000205,-70.1592720757838
335,33.500000000000206,-70.15534184919657
336,33.60000000000021,-70.14874230204468
337,33.70000000000021,-70.14026107678379
338,33.80000000000021,-70.1304425870454
339,33.90000000000021,-70.12696152952809
340,34.00000000000021,-70.12872181011211
341,34.100000000000215,-70.13268231244272
342,34.200000000000216,-70.13726844737496
343,34.30000000000022,-70.14116147185446
344,34.40000000000022,-70.14436593382075
345,34.50000000000022,-70.14713374146866
346,34.60000000000022,-70.14971892515935
347,34.70000000000022,-70.15217496607183
348,34.800000000000225,-70.15561493657215
349,34.900000000000226,-70.16108821286029
350,35.00000000000023,-70.16650346236415
351,35.10000000000023,-70.17149454753404
352,35.20000000000023,-70.1761709704149
353,35.30000000000023,-70.18069695822801
354,35.40000000000023,-70.1852249109273
355,35.500000000000234,-70.18988886795157
356,35.600000000000236,-70.19480693718471
357,35.70000000000024,-70.20008404476079
358,35.80000000000024,-70.20576589070484
359,35.90000000000024,-70.21099235279463
360,36.00000000000024,-70.21549996429795
361,36.10000000000024,-70.21957763613987
362,36.200000000000244,-70.22345492497179
363,36.300000000000246,-70.22731094504299
364,36.40000000000025,-70.23129456212162
365,36.50000000000025,-70.23553414282593
366,36.60000000000025,-70.23986753112698
367,36.70000000000025,-70.2437966526895
368,36.80000000000025,-70.247316683351
369,36.900000000000254,-70.25336991784866
370,37.000000000000256,-70.26446676311072
371,37.10000000000026,-70.27461198635704
372,37.20000000000026,-70.2839391668889
373,37.30000000000026,-70.29287998024668
374,37.40000000000026,-70.30170570049091
375,37.50000000000026,-70.3104416268639
376,37.600000000000264,-70.31901701270489
377,37.700000000000266,-70.32740691349963
378,37.80000000000027,-70.33562019766615
379,37.90000000000027,-70.34366560116548
380,38.00000000000027,-70.35154624463078
381,38.10000000000027,-70.35921401597744
382,38.20000000000027,-70.366512496131
383,38.300000000000274,-70.37329235976028
384,38.400000000000276,-70.37891439157009
385,38.50000000000028,-70.38263370768694
386,38.60000000000028,-70.38462403140849
387,38.70000000000028,-70.38517412996913
388,38.80000000000028,-70.38454937002118
389,38.90000000000028,-70.38298565880356
390,39.000000000000284,-70.38069360956104
391,39.100000000000286,-70.37786271560552
392,39.20000000000029,-70.37344080022885
393,39.30000000000029,-70.36609812659854
394,39.40000000000029,-70.35611914377114
395,39.50000000000029,-70.34395461403446
396,39.60000000000029,-70.32998829208304
397,39.700000000000294,-70.31453834473298
398,39.800000000000296,-70.29787969732763
399,39.9000000000003,-70.28025894701811
400,40.0000000000003,-70.26190183031483
401,40.1000000000003,-70.24301666287606
402,40.2000000000003,-70.22402922995019
403,40.3000000000003,-70.20593712603
404,40.400000000000304,-70.18864609876617
405,40.500000000000306,-70.1718796034176
406,40.60000000000031,-70.1555719995032
407,40.70000000000031,-70.13976329706142
408,40.80000000000031,-70.12452880184878
409,40.90000000000031,-70.10995143052536
410,41.00000000000031,-70.09611184927145
411,41.100000000000314,-70.08307230518582
412,41.200000000000315,-70.07081651003118
413,41.30000000000032,-70.05928669875479
414,41.40000000000032,-70.04844661330134
415,41.50000000000032,-70.0382331324075
416,41.60000000000032,-70.02842327203273
417,41.70000000000032,-70.0187695095137
418,41.800000000000324,-70.00913145767474
419,41.900000000000325,-69.99947077395818
420,42.00000000000033,-69.98981546116538
421,42.10000000000033,-69.98023139567705
422,42.20000000000033,-69.9708039166304
423,42.30000000000033,-69.96162654700943
424,42.40000000000033,-69.95260457289498
425,42.500000000000334,-69.94337177405686
426,42.600000000000335,-69.93385509733002
427,42.70000000000034,-69.92411966601249
428,42.80000000000034,-69.914266555582
429,42.90000000000034,-69.90438622736744
430,43.00000000000034,-69.8942799172952
431,43.10000000000034,-69.88370420151014
432,43.200000000000344,-69.87266837520426
433,43.300000000000345,-69.86128215090017
434,43.40000000000035,-69.84875180059298
435,43.50000000000035,-69.83276792646265
436,43.60000000000035,-69.81480681686409
437,43.70000000000035,-69.7956951231636
438,43.80000000000035,-69.77593200628284
439,43.900000000000354,-69.75587307338296
440,44.000000000000355,-69.73579483394934
441,44.10000000000036,-69.71606688578646
442,44.20000000000036,-69.69745352286998
443,44.30000000000036,-69.68050007985231
444,44.40000000000036,-69.66525110191753
445,44.50000000000036,-69.65152954663304
446,44.600000000000364,-69.63898214307723
447,44.700000000000365,-69.62546472182763
448,44.80000000000037,-69.61092055592536
449,44.90000000000037,-69.595889742367
450,45.00000000000037,-69.5804194163811
451,45.10000000000037,-69.56427547205912
452,45.20000000000037,-69.54749867475049
453,45.300000000000374,-69.53025110276539
454,45.400000000000375,-69.51271068655258
455,45.50000000000038,-69.49504671568054
456,45.60000000000038,-69.47741595971603
457,45.70000000000038,-69.45954377417448
458,45.80000000000038,-69.44068602749945
459,45.90000000000038,-69.42076519599607
460,46.000000000000384,-69.3999921778012
461,46.100000000000385,-69.37864724175905
462,46.20000000000039,-69.35701295765062
463,46.30000000000039,-69.33535053690628
464,46.40000000000039,-69.3138923979478
465,46.50000000000039,-69.29284145691068
466,46.60000000000039,-69.27237313430992
467,46.700000000000394,-69.25263828256284
468,46.800000000000395,-69.23376623382147
469,46.9000000000004,-69.2158676329527
470,47.0000000000004,-69.1990369393946
471,47.1000000000004,-69.18335458179466
472,47.2000000000004,-69.16888879180595
473,47.3000000000004,-69.15569715815765
474,47.400000000000404,-69.14382794402704
475,47.500000000000405,-69.13327934489779
476,47.600000000000406,-69.1235979779822
477,47.70000000000041,-69.11416584550123
478,47.80000000000041,-69.10468553991514
479,47.90000000000041,-69.0951009390596
480,48.00000000000041,-69.0820814601724
481,48.10000000000041,-69.06406921946473
482,48.200000000000415,-69.04130421520418
483,48.300000000000416,-69.01465760199352
484,48.40000000000042,-68.9846784088293
485,48.50000000000042,-68.95184244515127
486,48.60000000000042,-68.91679873814888
487,48.70000000000042,-68.88114952091226
488,48.80000000000042,-68.84497912181632
489,48.900000000000425,-68.80712228553703
490,49.000000000000426,-68.7647124621518
491,49.10000000000043,-68.71791437950914
492,49.20000000000043,-68.66944103958943
493,49.30000000000043,-68.62180951365123
494,49.40000000000043,-68.57638498087343
495,49.50000000000043,-68.52946980280484
496,49.600000000000435,-68.47911394996031
497,49.700000000000436,-68.42474739571863
498,49.80000000000044,-68.36649596561396
499,49.90000000000044,-68.30475901494304
500,50.00000000000044,-68.24001989411987
501,50.10000000000044,-68.17214194317336
502,50.20000000000044,-68.09945128192061
503,50.300000000000445,-68.02328970101628
504,50.400000000000446,-67.9446929307094
505,50.50000000000045,-67.86438746698202
506,50.60000000000045,-67.78294816881343
507,50.70000000000045,-67.70085575787947
508,50.80000000000045,-67.61852410878637
509,50.90000000000045,-67.53631569032798
510,51.000000000000455,-67.45455131160888
511,51.100000000000456,-67.3735167349584
512,51.20000000000046,-67.2934674158382
513,51.30000000000046,-67.214632062166
514,51.40000000000046,-67.13716777625407
515,51.50000000000046,-67.06066201983982
516,51.60000000000046,-66.98467780596584
517,51.700000000000465,-66.90917801521131
518,51.800000000000466,-66.83428325598692
519,51.90000000000047,-66.76016966094744
520,52.00000000000047,-66.68635844485044
521,52.10000000000047,-66.6109049833038
522,52.20000000000047,-66.53499352054891
523,52.30000000000047,-66.45939694253913
524,52.400000000000475,-66.38458724955862
525,52.500000000000476,-66.31086649975668
526,52.60000000000048,-66.2375057727266
527,52.70000000000048,-66.16349783472646
528,52.80000000000048,-66.08899038832911
529,52.90000000000048,-66.01449392220688
530,53.00000000000048,-65.94045749019719
531,53.100000000000485,-65.86724803870491
532,53.200000000000486,-65.79516858935652
533,53.30000000000049,-65.72447305806901
534,53.40000000000049,-65.65536358250309
535,53.50000000000049,-65.58778531524852
536,53.60000000000049,-65.54219109567244
537,53.70000000000049,-65.5209962955855
538,53.800000000000495,-65.48139094753981
539,53.900000000000496,-65.43711423984506
540,54.0000000000005,-65.39133138759314
541,54.1000000000005,-65.34537469765762
542,54.2000000000005,-65.29996926208781
543,54.3000000000005,-65.2555700081945
544,54.4000000000005,-65.21248777409768
545,54.500000000000504,-65.17094701083359
546,54.600000000000506,-65.13111597527185
547,54.70000000000051,-65.09312400890613
548,54.80000000000051,-65.05707207751563
549,54.90000000000051,-65.02303953098605
550,55.00000000000051,-64.99108863193317
551,55.10000000000051,-64.96126771505872
552,55.200000000000514,-64.93361347863124
553,55.300000000000516,-64.90815270960417
554,55.40000000000052,-64.88490362856321
555,55.50000000000052,-64.86387697211624
556,55.60000000000052,-64.84507688856671
557,55.70000000000052,-64.82850169675132
558,55.80000000000052,-64.81414454150519
559,55.900000000000524,-64.80199396866442
560,56.000000000000526,-64.79203443562963
561,56.10000000000053,-64.78424676895051
562,56.20000000000053,-64.77855524535428
563,56.30000000000053,-64.77458171777829
564,56.40000000000053,-64.77201011368408
565,56.50000000000053,-64.77072941761074
566,56.600000000000534,-64.77071743540779
567,56.700000000000536,-64.77003425819365
568,56.80000000000054,-64.76833591420517
569,56.90000000000054,-64.76649776337426
570,57.00000000000054,-64.76496458820012
571,57.10000000000054,-64.76401084029517
572,57.20000000000054,-64.76382634468959
573,57.300000000000544,-64.76455097102492
574,57.400000000000546,-64.7662918453784
575,57.50000000000055,-64.76921249699747
576,57.60000000000055,-64.77575370138747
577,57.70000000000055,-64.78698746847445
578,57.80000000000055,-64.80104199252916
579,57.90000000000055,-64.81630064576657
580,58.000000000000554,-64.83188612490473
581,58.100000000000556,-64.84729176809638
582,58.20000000000056,-64.86180799340565
583,58.30000000000056,-64.87491175685977
584,58.40000000000056,-64.88650142357653
585,58.50000000000056,-64.896689204501
586,58.60000000000056,-64.90566576459524
587,58.700000000000564,-64.91364181820973
588,58.800000000000566,-64.92082493004509
589,58.90000000000057,-64.9274109252278
590,59.00000000000057,-64.93358124749822
591,59.10000000000057,-64.93950268368053
592,59.20000000000057,-64.94484743537957
593,59.30000000000057,-64.94778170959049
594,59.400000000000574,-64.94747587780613
595,59.500000000000576,-64.9445804513491
596,59.60000000000058,-64.93997387844588
597,59.70000000000058,-64.93421462571644
598,59.80000000000058,-64.92770386440432
599,59.90000000000058,-64.92075459894045
600,60.00000000000058,-64.91362316418183
601,60.100000000000584,-64.90652574468368
602,60.200000000000585,-64.89931489720885
603,60.30000000000059,-64.88893077451486
604,60.40000000000059,-64.87654833298556
605,60.50000000000059,-64.86326761627475
606,60.60000000000059,-64.84840976808968
607,60.70000000000059,-64.83101835111692
608,60.800000000000594,-64.81202922110171
609,60.900000000000595,-64.79166759036501
610,61.0000000000006,-64.77035084050146
611,61.1000000000006,-64.74848014494574
612,61.2000000000006,-64.72638749099058
613,61.3000000000006,-64.70434646751839
614,61.4000000000006,-64.68258387566097
615,61.500000000000604,-64.66127398323817
616,61.600000000000605,-64.64053135286055
617,61.70000000000061,-64.62042715182594
618,61.80000000000061,-64.60101314127272
619,61.90000000000061,-64.58233737147455
620,62.00000000000061,-64.56445075578496
621,62.10000000000061,-64.54740834959404
622,62.200000000000614,-64.53126834912817
623,62.300000000000615,-64.51609041125123
624,62.40000000000062,-64.50176557069013
625,62.50000000000062,-64.48731519306953
626,62.60000000000062,-64.47268032981418
627,62.70000000000062,-64.45744610866026
628,62.80000000000062,-64.43960286635173
629,62.900000000000624,-64.4203109938381
630,63.000000000000625,-64.40035927520778
631,63.10000000000063,-64.38022134304157
632,63.20000000000063,-64.36023178481302
633,63.30000000000063,-64.3406477666629
634,63.40000000000063,-64.32167622381908
635,63.50000000000063,-64.30348819691748
636,63.600000000000634,-64.2861526717112
637,63.700000000000635,-64.26813675819194
638,63.80000000000064,-64.24873782004501
639,63.90000000000064,-64.22842821088433
640,64.00000000000064,-64.2076348887194
641,64.10000000000063,-64.18669004087499
642,64.20000000000063,-64.16586021925113
643,64.30000000000062,-64.14553424659871
644,64.40000000000062,-64.12711201638297
645,64.50000000000061,-64.11131942854891
646,64.6000000000006,-64.09780182374712
647,64.7000000000006,-64.08613980173283
648,64.8000000000006,-64.07599219817102
649,64.90000000000059,-64.06649340194248
650,65.00000000000058,-64.05642364354958
651,65.10000000000058,-64.04577724181182
652,65.20000000000057,-64.0347346206268
653,65.30000000000057,-64.02347858510292
654,65.40000000000056,-64.01218601275109
655,65.50000000000055,-64.00102514081449
656,65.60000000000055,-63.99024356096146
657,65.70000000000054,-63.982493005007754
658,65.80000000000054,-63.97856347934119
659,65.90000000000053,-63.976739570206306
660,66.00000000000053,-63.97623467051681
661,66.10000000000052,-63.97682329403839
662,66.20000000000051,-63.97845705846685
663,66.30000000000051,-63.98113778296708
664,66.4000000000005,-63.984881960350336
665,66.5000000000005,-63.9897109348799
666,66.60000000000049,-63.99564775381559
667,66.70000000000049,-64.00271571139567
668,66.80000000000048,-64.01093738852936
669,66.90000000000047,-64.01899185728747
670,67.00000000000047,-64.02541931418837
671,67.10000000000046,-64.03131653859086
672,67.20000000000046,-64.03722405280077
673,67.30000000000045,-64.04345517343056
674,67.40000000000045,-64.05022164641028
675,67.50000000000044,-64.05767890369432
676,67.60000000000043,-64.0659463798318
677,67.70000000000043,-64.07511828119091
678,67.80000000000042,-64.08527001055724
679,67.90000000000042,-64.09640061287752
680,68.00000000000041,-64.10828599507393
681,68.1000000000004,-64.12074534439999
682,68.2000000000004,-64.13373157022659
683,68.3000000000004,-64.14726127206805
684,68.40000000000039,-64.1613729616879
685,68.50000000000038,-64.1761107372003
686,68.60000000000038,-64.1915111484412
687,68.70000000000037,-64.20751259597891
688,68.80000000000037,-64.22394170856596
689,68.90000000000036,-64.24065714641561
690,69.00000000000036,-64.25759165352322
691,69.10000000000035,-64.27473359569272
692,69.20000000000034,-64.29210556298483
693,69.30000000000034,-64.3097496890529
694,69.40000000000033,-64.3277183693765
695,69.50000000000033,-64.34597184121205
696,69.60000000000032,-64.36378623873112
697,69.70000000000032,-64.38094210719534
698,69.80000000000031,-64.39761783761561
699,69.9000000000003,-64.41400541518267
700,70.0000000000003,-64.43027105611463
701,70.10000000000029,-64.44655779994768
702,70.20000000000029,-64.46295616680948
703,70.30000000000028,-64.47906576135291
704,70.40000000000028,-64.49430740811381
705,70.50000000000027,-64.50774652495203
706,70.60000000000026,-64.51753605347406
707,70.70000000000026,-64.52348401073456
708,70.80000000000025,-64.52666036290586
709,70.90000000000025,-64.5277304282686
710,71.00000000000024,-64.52712074335592
711,71.10000000000024,-64.52514739489705
712,71.20000000000023,-64.5220739051993
713,71.30000000000022,-64.51813363271863
714,71.40000000000022,-64.51353840640799
715,71.50000000000021,-64.5084822062366
716,71.60000000000021,-64.50314309646775
717,71.7000000000002,-64.49768453556828
718,71.8000000000002,-64.492256443659
719,71.90000000000019,-64.48699615077793
720,72.00000000000018,-64.48202926414527
721,72.10000000000018,-64.47747046706803
722,72.20000000000017,-64.47342425582445
723,72.30000000000017,-64.46998561996465
724,72.40000000000016,-64.46724067155372
725,72.50000000000016,-64.46526722880833
726,72.60000000000015,-64.46413535920003
727,72.70000000000014,-64.46246604026662
728,72.80000000000014,-64.4591274376758
729,72.90000000000013,-64.45472227948486
730,73.00000000000013,-64.44772516266458
731,73.10000000000012,-64.4373328893165
732,73.20000000000012,-64.42553171691088
733,73.30000000000011,-64.41316806691947
734,73.4000000000001,-64.40075040282402
735,73.5000000000001,-64.38862493823221
736,73.6000000000001,-64.37704337331164
737,73.70000000000009,-64.36619647402482
738,73.80000000000008,-64.35623311193758
